Description,GeoName,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,0
Motion picture and sound recording industries,Maryland,Millions of current dollars,148.9,171,236.6,201.4,246.2,305.2,309.6,342.9,336.9,356.3,455.8,473.2,496.2,528.3,501.2,504.1,540.8,470.7,519,504,490.6,462.1,425.6,315.9,376.4,
Broadcasting (except Internet) and telecommunications,Maryland,Millions of current dollars,4464.2,5043.1,5153.8,6135.8,6683.8,6409.2,6711.9,8242,9611.5,9235,7315.9,10265,11479.6,13284.2,13149.2,12147.5,11877.3,9902,10944.8,11818.8,11730.4,10907.6,9856.7,8956.3,9408.3,
"Data processing, hosting, and other information services",Maryland,Millions of current dollars,368.7,441.4,360.4,259.9,600.7,1143.6,1145.1,1278.1,1165.3,1306.2,831.8,1158.1,990.4,1365,1551.4,1497.4,1335.5,1433.2,1443.7,1609.5,2145.8,1352.6,1284.2,1688.8,1983.7,
"Finance, insurance, real estate, rental, and leasing",Maryland,Millions of current dollars,31384,33913.7,36217.3,38632.3,42475.1,44863.6,48452.6,50445.6,55468.7,56880.4,59960.2,61531.9,60489.7,63392.2,66141.2,68359,70749.8,74998.4,79350.8,85174.9,86863.8,88688.6,88937.2,85895.9,88745.9,
Finance and insurance,Maryland,Millions of current dollars,8528.7,9993.6,10732.3,11203.3,11832.9,12535.7,13342.1,13819.5,16259.3,16407.8,16633.9,13987.9,14334.5,14202.1,13925.5,15693.8,15417.6,18836,18957.6,21133.5,21482,23432.9,23316.1,23900.3,25440.9,
"Monetary Authorities- central bank, credit intermediation, and related services",Maryland,Millions of current dollars,2501.3,3435.2,3795.6,3464.1,4048.9,4993.9,5454.9,4915.3,5650.1,5662.7,5351.2,4796.9,4587.8,4271.7,4317,4572.2,4148.4,4698.6,4673.8,6173.5,6447,7041.1,6967.5,8131.2,8584.0,
"Securities, commodity contracts, and other financial investments and related activities",Maryland,Millions of current dollars,1876.7,1820.1,1971.6,2109.8,2608.3,2466.1,2339.5,2428,3304.8,3397.1,3001.6,1458.2,2854.3,3019.2,2659.8,3785.2,3771.7,3866.2,3922,4245.9,4586.7,4685.7,4749.3,5331.4,5823.8,
Insurance carriers and related activities,Maryland,Millions of current dollars,3991.4,4430.6,4617,5290.6,4969.7,4793,5107.4,6037.1,6640.2,6347.6,6858.3,6042,6113.6,6488.8,6740.5,7101,6591.4,8561.8,9153.7,9727,9271.1,10396.4,10518.6,9515.6,9798.1,
"Funds, trusts, and other financial vehicles",Maryland,Millions of current dollars,159.4,307.7,348.1,338.8,206,282.6,440.3,439.2,664.3,1000.6,1422.8,1690.8,778.9,422.4,208.1,235.4,906.1,1709.4,1208.1,987,1177.2,1309.8,1080.7,922,1235.0,
Real estate and rental and leasing,Maryland,Millions of current dollars,22855.3,23920.1,25485,27429.1,30642.2,32328,35110.5,36626.1,39209.4,40472.5,43326.3,47544,46155.1,49190.1,52215.7,52665.1,55332.2,56162.4,60393.2,64041.4,65381.8,65255.7,65621.1,61995.7,63305.0,
